"","O1903027","O1903029","O1903032","O1903033","O1903035","O1903040","O1903047","O1903048","O1903050","O1903054","O1903056","O1903057","O1903059","O1903062","O1903063","O1903065","O1903066","O1903069","O1903071","O1903072","O1903075","O1903076","O1903078","O1903080"
"27323_723.5409_13.1309_-1_N/A_NA_no matches_no matches_no matches_no matches","2.074350e+05","1.754611e+05","1.583985e+05","3.429890e+05","2.384829e+05","2.766678e+05","2.641325e+05","3.757819e+05","1.823993e+05","2.350070e+05","2.379812e+05","2.184418e+05","1.952606e+05","2.590909e+05","3.903146e+05","4.040019e+05","2.416186e+05","5.018079e+05","3.741096e+05","2.541406e+05","3.001698e+05","2.407225e+05","1.638825e+05","3.624529e+05"
"27324_724.2154_13.6825_6201_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.470620e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.780632e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27327_724.3755_6.7104_398_N/A_NA_no matches_no matches_no matches_no matches","5.720369e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27328_724.3756_6.5398_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27330_724.4323_6.2132_-1_N/A_NA_no matches_no matches_no matches_no matches","2.958466e+05","2.951142e+05","2.255884e+05","1.427580e+05","2.315032e+05","4.020142e+05","1.901265e+05","2.212051e+05","2.938511e+05","1.997448e+05","2.257201e+05","3.177795e+05","1.625252e+05","2.862798e+05","1.355011e+05","1.364025e+05","2.170262e+05","1.890314e+05","1.510951e+05","3.176223e+05","3.988689e+05","2.028766e+05","3.254018e+05","2.032022e+05"
"27335_724.4686_6.493_44_N/A_NA_no matches_no matches_no matches_no matches","2.862267e+06","1.920040e+06","3.154904e+06","2.433484e+06","2.047803e+06","2.690106e+06","1.826136e+06","2.813012e+06","3.139992e+06","1.568909e+06","1.980841e+06","2.357746e+06","2.441430e+06","3.481932e+06","3.334895e+06","3.152652e+06","2.669600e+06","2.092396e+06","3.051464e+06","2.711868e+06","2.240732e+06","3.559634e+06","2.528176e+06","4.106070e+06"
"27357_726.4088_5.6643_2121_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27361_727.1422_13.0085_169_N/A_Contaminants septum vial Thermo C4000-53 and C4000-54 serie_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.024046e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.032572e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.148295e+03","2.143388e+03","0.000000e+00","2.947493e+03","0.000000e+00","0.000000e+00","0.000000e+00","8.315797e+03","0.000000e+00","0.000000e+00"
"27372_729.4239_6.4923_-1_N/A_11-hydroxy-9-(hydroxymethyl)-2-methoxycarbonyl-2,6a,6b,9,12a-pentamethyl-10-(3,4,5-trihydroxyoxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid_no matches_no matches_no matches_no matches","1.873449e+06","1.357991e+06","2.282013e+06","1.589652e+06","1.527516e+06","2.186172e+06","1.068653e+06","1.947123e+06","2.421542e+06","1.130611e+06","1.387820e+06","1.775868e+06","1.970481e+06","2.666854e+06","2.374564e+06","2.219646e+06","1.965652e+06","1.509510e+06","2.229437e+06","2.066234e+06","1.799240e+06","2.529332e+06","2.067986e+06","3.063725e+06"
"27374_730.2439_14.4331_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.878871e+03","0.000000e+00","0.000000e+00","1.522350e+03","0.000000e+00","0.000000e+00","0.000000e+00","5.410300e+03","0.000000e+00","0.000000e+00"
"27377_730.5064_9.3514_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.060896e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27387_731.4937_10.6197_1304_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27393_731.7381_14.5107_7_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","4.346466e+05","4.992650e+05","4.758793e+05","4.952520e+05","3.999956e+05","3.547472e+05","4.886329e+05","4.628061e+05","4.234517e+05","3.840407e+05","3.791393e+05","2.632870e+05","3.866699e+05","3.988406e+05","4.029340e+05","3.593644e+05","2.381940e+05","4.042142e+05","4.379633e+05","3.363238e+05","4.180069e+05","2.939301e+05","3.450364e+05","3.539400e+05"
"27394_731.8428_10.5954_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.974950e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27399_732.5254_10.6374_-1_N/A_Spectral Match to Decapropylene glycol from NIST14_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27407_733.494_8.2114_43_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27430_736.4323_6.4599_2140_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.287017e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.862974e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27436_737.4611_5.5044_269_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27437_737.4805_10.5521_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.519539e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27473_740.3696_5.7257_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.220550e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27474_740.3697_5.874_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.220550e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27475_740.3704_6.0399_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.416901e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27482_741.1932_13.2311_169_N/A_Contaminant vial septum ThermoFisher C5000-44B_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","0.000000e+00","1.333756e+03","2.089959e+03","3.021142e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.833359e+03","0.000000e+00","0.000000e+00","3.447534e+04","1.221716e+04","2.926002e+03","0.000000e+00","1.600650e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.415917e+03"
"27483_741.1943_12.3503_-1_N/A_(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27486_741.1945_14.7748_169_N/A_(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27495_743.3459_9.7463_-1_N/A_Massbank:CA000094 Phytoene_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","5.005198e+03","0.000000e+00","0.000000e+00","4.305037e+03","0.000000e+00","0.000000e+00","2.720157e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.195309e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.298748e+03","0.000000e+00","0.000000e+00"
"27496_743.346_4.5183_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","4.784406e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27523_748.2181_13.2808_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27536_750.4481_6.7849_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27543_752.4999_6.9455_-1_N/A_NA_no matches_no matches_no matches_no matches","2.676490e+05","2.540151e+05","2.400984e+05","2.621200e+05","2.539046e+05","2.633022e+05","2.711168e+05","2.745967e+05","2.403949e+05","2.375685e+05","2.633503e+05","2.461468e+05","1.921584e+05","2.027473e+05","2.575927e+05","3.126372e+05","2.947697e+05","3.112002e+05","3.798727e+05","2.538272e+05","2.465083e+05","3.018237e+05","3.100324e+05","2.546910e+05"
"27546_753.4563_4.9935_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27547_753.4602_8.4623_-1_N/A_Massbank:EQ307701 Spiramycin|2-[(4R,5S,6S,7R,9R,10R,16R)-6-[4-(dimethylamino)-5-[4,6-dimethyl-4,5-bis(oxidanyl)oxan-2-yl]oxy-6-methyl-3-oxidanyl-oxan-2-yl]oxy-10-[5-(dimethylamino)-6-methyl-oxan-2-yl]oxy-5-methoxy-9,16_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27549_753.4755_10.2077_-1_N/A_1,2,6,6,10,17,20-heptamethyl-17-[N-(3-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0.0.0]docos-13-en-7-yl acetate_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.803802e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27562_756.3651_5.3249_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.158127e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27563_756.421_7.8954_49_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27564_756.4406_7.0583_43_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.621669e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27571_758.203_13.6936_169_N/A_Contaminant vial septum ThermoFisher C5000-44B_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27585_759.4151_8.3869_8087_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.036065e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.422616e+03","0.000000e+00","4.370826e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27590_760.2884_15.6338_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27604_762.1439_13.2617_169_N/A_(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","1.361894e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.621704e+03","0.000000e+00","0.000000e+00","0.000000e+00","4.214662e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.789711e+04","0.000000e+00","0.000000e+00"
"27625_766.5155_7.3352_43_N/A_NA_no matches_no matches_no matches_no matches","2.698042e+05","2.659824e+05","2.777136e+05","3.137910e+05","2.567667e+05","2.837322e+05","3.013143e+05","2.574188e+05","3.088708e+05","2.551221e+05","2.853143e+05","3.010470e+05","2.154591e+05","2.377688e+05","3.067113e+05","3.793111e+05","2.981061e+05","3.281728e+05","4.349963e+05","2.770953e+05","2.811839e+05","3.178781e+05","2.816274e+05","2.608672e+05"
"27629_768.3665_9.0388_49_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.458543e+03","0.000000e+00","0.000000e+00","0.000000e+00","4.615528e+03","0.000000e+00","0.000000e+00","4.989511e+03","4.757387e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27630_768.4556_6.8642_269_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27633_768.4948_6.6089_44_N/A_NA_no matches_no matches_no matches_no matches","1.996097e+06","1.482777e+06","2.359777e+06","1.821475e+06","1.497297e+06","1.953900e+06","1.266620e+06","2.022177e+06","2.255701e+06","1.086913e+06","1.307931e+06","1.594265e+06","1.677738e+06","2.411721e+06","2.373323e+06","2.154973e+06","1.846327e+06","1.492128e+06","2.142652e+06","1.939971e+06","1.689133e+06","2.497363e+06","2.003602e+06","3.030365e+06"
"27636_769.4551_7.5287_-1_N/A_alpha-Solanine_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.461773e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27645_771.486_10.1507_-1_N/A_Massbank:PR310646 Anthranoyllycoctonine_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.289108e+03","6.626141e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.042120e+03"
"27650_771.522_10.8572_1602_N/A_DGTS/DGTA (34:0)_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.723160e+03"
"27651_771.5226_11.1883_460_N/A_DGTS/DGTA (34:0)_no matches_no matches_no matches_no matches","0.000000e+00","2.625940e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.478914e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27653_771.5226_11.2862_3211_N/A_DGCC (36:5)_no matches_no matches_no matches_no matches","0.000000e+00","2.625940e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27658_772.2369_16.9594_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.885306e+03","0.000000e+00","0.000000e+00"
"27660_772.4355_6.4037_43_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27666_775.5696_13.2999_-1_N/A_NA_no matches_no matches_no matches_no matches","2.140316e+05","4.489937e+04","0.000000e+00","0.000000e+00","0.000000e+00","1.497882e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.589771e+05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.828349e+04","1.309995e+05","0.000000e+00","0.000000e+00","1.510974e+05","0.000000e+00","0.000000e+00","2.433273e+05"
"27668_776.1591_16.532_2095_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","1.792503e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.247636e+03","3.647773e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.650890e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.439911e+04","0.000000e+00","0.000000e+00"
