Feature_ID,Coral,Coral_Dictyota,Coral_Turf,Turf,Dictyota,count
"8078_319.1902_9.962_5664_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,NA,NA,640613.1,490685.2,2
8081_319.1902_6.5352_141_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,206297.5,348120.2,NA,2
8085_319.1902_10.5472_-1_N/A_Gestoden_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1863918,1
8102_319.2262_11.4455_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,2073414,682936.1,2
8107_319.2264_11.6973_3219_N/A_Spectral Match to trans-EKODE-(E)-Ib from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,462135.2,NA,1
8111_319.2265_8.7385_-1_N/A_ingenol_no matches_no matches_no matches_no matches,37088.1,103697,85719.03,67484.55,74723.41,5
"8112_319.2265_9.2989_5664_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",140445,156079.5,249767.2,490982.1,162370.4,5
"8113_319.2265_9.2087_7860_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",117365.4,134188.5,125714.3,313678,121995.9,5
"8115_319.2265_9.4931_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",74836.11,144656.6,98696.98,240704.3,267341.2,5
"8116_319.2265_8.975_7860_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,104142.5,80407.57,93859.82,142287.2,4
8120_319.2629_11.7182_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,60309.49,NA,1
8125_319.2991_13.2041_151_N/A_oleic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA,NA,NA,NA,NA,124557.7,1
"8128_319.2992_12.9701_-1_N/A_Spectral Match to Conjugated linoleic acid (9E,11E) from NIST14_no matches_no matches_no matches_no matches",NA,NA,71498,NA,NA,1
8129_319.2993_12.4202_151_N/A_11-Eicosenoic acid - 40.0 eV_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA,88221.81,NA,NA,NA,NA,1
8133_319.2993_11.8717_2786_N/A_OLEIC ACID_no matches_no matches_no matches_no matches,190523.6,NA,NA,NA,152778.3,2
8142_320.1492_3.0753_-1_N/A_mangiferin_no matches_no matches_no matches_no matches,204839,238700.5,NA,NA,NA,2
8143_320.1492_3.1742_-1_N/A_NA_no matches_no matches_no matches_no matches,133372,155402,128443.9,201186.9,107432.2,5
"8153_320.1854_3.3397_285_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,1192044,1027192,NA,NA,2
8157_320.1854_3.586_686_N/A_Osthol_no matches_no matches_no matches_no matches,NA,289642.5,264566.3,523033.1,NA,3
"8159_320.1855_2.6295_285_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",NA,247615.1,NA,210490.5,NA,2
8164_320.2218_4.0998_2199_N/A_hexadecanedioic acid_no matches_no matches_no matches_no matches,NA,96680.4,NA,115286.8,127253.7,3
8169_320.2218_4.5822_2199_N/A_Rotundine_no matches_no matches_no matches_no matches,217142.6,489476.7,154800,NA,NA,3
8170_320.2218_4.694_-1_N/A_Rotundine_no matches_no matches_no matches_no matches,236382,NA,262519.5,NA,NA,2
8172_320.2218_4.5172_2199_N/A_Guggulsterone E&Z_no matches_no matches_no matches_no matches,225172.3,NA,NA,NA,NA,1
8173_320.2218_4.9747_-1_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,NA,NA,NA,688507.8,1
8187_320.2792_11.9789_2578_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,536201.2,1
8190_320.2944_8.4514_142_N/A_Spectral Match to Benzyldodecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,1489018,NA,1
8191_320.2944_8.5798_142_N/A_Spectral Match to Benzyldodecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches,NA,NA,651495,936324.9,NA,2
8206_321.1079_3.7581_1180_N/A_NA_no matches_no matches_no matches_no matches,166535.5,NA,78795.13,107289,130062,4
"8211_321.1331_6.2342_3666_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,622809.8,NA,NA,NA,1
8215_321.1331_6.9764_3666_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,417271.5,743261.9,NA,2
8217_321.1332_6.3414_428_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,730148.1,NA,1
8220_321.1332_6.8611_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,370913.3,310215.1,NA,2
"8223_321.1332_5.8467_3666_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,1074350,966541.7,753400,NA,3
8224_321.1332_6.4278_2041_N/A_NA_no matches_no matches_no matches_no matches,474485.2,697783.1,894042.7,679988.6,NA,4
"8225_321.1332_6.7359_3666_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",313823.4,NA,NA,NA,NA,1
8226_321.1332_6.6166_428_N/A_NA_no matches_no matches_no matches_no matches,735026.6,NA,901279.2,311407.6,297017.8,4
8228_321.1442_4.2194_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,1038069,NA,NA,NA,1
8234_321.1443_4.7453_361_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,460061.3,1
8236_321.1443_3.8071_1180_N/A_NA_no matches_no matches_no matches_no matches,488838.4,512779,NA,NA,NA,2
8237_321.1444_3.5052_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,1061837,NA,1007552,941701.3,3
8239_321.1444_3.1389_-1_N/A_gitoxigenin_no matches_no matches_no matches_no matches,231754.9,NA,307507.4,NA,246542.6,3
8243_321.1694_8.6873_2000_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,NA,NA,NA,NA,738353.6,1
"8244_321.1694_7.8056_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,1151437,NA,NA,938597.7,2
"8245_321.1694_7.5458_2000_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",1934964,NA,NA,NA,NA,1
8248_321.1694_7.0088_8569_N/A_N-(2-{N-[2-(2-methylindol-3-yl)ethyl]carbamoyl}phenyl)-2-thienylcarboxamide_no matches_no matches_no matches_no matches,NA,NA,1635172,NA,NA,1
8249_321.1694_7.3128_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1660078,1
8250_321.1694_9.3116_-1_N/A_ingenol_no matches_no matches_no matches_no matches,NA,489407.3,NA,NA,538419.8,2
8255_321.1695_8.1587_2000_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,NA,693208.9,NA,NA,NA,1
8256_321.1695_5.9478_2428_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,224202.8,216632.8,308182.4,373160.2,275185.4,5
8259_321.1805_5.2989_1766_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,244074.8,1
8261_321.1806_4.3493_3882_N/A_NA_no matches_no matches_no matches_no matches,272329.7,NA,127078.8,NA,200100.1,3
8262_321.1806_4.5881_361_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,271782,1
8264_321.1807_3.879_1046_N/A_NA_no matches_no matches_no matches_no matches,NA,162365.4,NA,201070.3,155424.2,3
8268_321.1889_4.5356_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,47149.12,NA,44705.04,NA,2
8272_321.1894_4.7659_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,29531.33,22767.16,17670.34,3
"8274_321.2056_10.854_-1_N/A_methyl 1,2,5,8,15,19,19-heptamethyl-13,18-dioxopentacyclo[12.8.0.0.0.0]docos-11-ene-8-carboxylate_no matches_no matches_no matches_no matches",NA,605004.2,NA,1322548,800209.4,3
"8275_321.2056_10.7037_3218_N/A_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",NA,NA,NA,409455.9,414571.1,2
"8276_321.2057_11.2161_308_N/A_9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one_no matches_no matches_no matches_no matches",NA,NA,384946.8,441515.7,457447.8,3
"8277_321.2058_9.304_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,118937.8,204618.5,300393,137905.5,4
"8278_321.2058_11.2897_308_N/A_9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one_no matches_no matches_no matches_no matches",NA,764555.4,776439.3,960440.7,457616,4
"8281_321.2058_8.9464_2000_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,NA,NA,NA,347587.9,1
"8288_321.2059_10.6054_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,NA,NA,NA,1332016,1
"8305_321.2421_9.2324_434_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_NCGC00380239-01!16-hydroxy-4,4,8,10,14-pentamethyl-17-(4,5,6-trihydroxy-6-methylheptan-2-yl)-1,2,5,6,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-3-one [IIN-based on: CCMSLIB00000848752]_no matches_no matches_no matches_no matches",NA,NA,36647.52,NA,38960.66,2
8316_321.9933_2.9321_2357_N/A_Spectral Match to 3-Iodo-L-tyrosine from NIST14_no matches_no matches_no matches_no matches,NA,347706.4,121861.7,309391.4,766357.7,4
"8321_322.1283_4.0211_8451_N/A_(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate_no matches_no matches_no matches_no matches",NA,NA,561816.9,NA,NA,1
8322_322.1283_3.8597_2861_N/A_liquiritin_no matches_no matches_no matches_no matches,NA,307339.9,NA,NA,605475.1,2
8325_322.1284_4.8126_-1_N/A_NA_no matches_no matches_no matches_no matches,306851.3,308397.6,NA,NA,NA,2
8336_322.1855_7.8053_152_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,59166.55,85076.53,NA,2
8339_322.1911_7.5723_1832_N/A_5-HYDROXYINDOLE_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_Indoles,493176.3,169873.9,NA,69262.45,197165.7,4
"8342_322.201_4.0632_4665_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",240413.2,352099.6,146046.1,152614.8,138359.3,5
"8346_322.201_3.2876_-1_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",NA,426872.9,NA,NA,358318.9,2
"8347_322.2011_3.8856_8451_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,1168929,NA,1129106,2
"8365_322.2375_4.7197_187_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",86219.7,85885.13,NA,NA,NA,2
8367_322.2375_5.0342_-1_N/A_hexadecanedioic acid_no matches_no matches_no matches_no matches,NA,NA,134734.4,NA,155655.5,2
8379_322.2738_8.7413_6994_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,172631.2,NA,NA,1
8383_322.2949_11.8228_184_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,160721.1,NA,NA,1
8390_323.1123_6.9869_-1_N/A_NA_no matches_no matches_no matches_no matches,113974.8,NA,70123,95922.56,NA,3
8393_323.1123_5.0683_2892_N/A_NA_no matches_no matches_no matches_no matches,NA,256386.8,518251.4,316844.5,NA,3
8395_323.1124_4.5669_3954_N/A_NA_no matches_no matches_no matches_no matches,197839.5,284711.2,296505.4,227998.7,314905.7,5
8397_323.1124_6.7501_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,168281.1,NA,NA,NA,1
8398_323.1124_4.1736_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,719548.6,1
8403_323.1124_5.8429_3619_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,533849.4,NA,443354.4,2
8405_323.1124_4.8555_3691_N/A_NA_no matches_no matches_no matches_no matches,NA,298141.5,270006.7,NA,NA,2
8410_323.1236_4.0802_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,541972.1,NA,1
8414_323.1236_3.7206_56_N/A_NA_no matches_no matches_no matches_no matches,NA,404239,NA,NA,NA,1
8417_323.1237_2.8384_-1_N/A_NA_no matches_no matches_no matches_no matches,199092.1,473923.1,552735.6,417095,476744.5,5
8419_323.1237_2.9522_-1_N/A_NA_no matches_no matches_no matches_no matches,274724.9,280147.6,243210,NA,174270.4,4
8423_323.1487_6.2507_5892_N/A_ingenol_no matches_no matches_no matches_no matches,NA,NA,545889.6,2555891,952413.6,3
8424_323.1487_6.0832_5892_N/A_ingenol_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1367127,1
"8426_323.1487_8.0275_3262_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,548111,NA,1
"8427_323.1487_7.2318_3262_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,1106354,NA,NA,1
"8430_323.1487_7.3875_3262_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,767345.5,1
8432_323.1488_6.5029_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,706565.1,4094730,NA,NA,2
"8433_323.1488_5.9387_5892_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,529826.7,NA,NA,1
"8436_323.1488_5.6219_4851_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",555901.4,348878.4,259911,NA,433542.8,4
8438_323.1598_5.4646_4851_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,388089,NA,NA,1
8439_323.1599_4.0965_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1285495,975266,NA,2
8442_323.1599_4.4269_56_N/A_NA_no matches_no matches_no matches_no matches,NA,315086.9,506162.9,393500.9,672344.9,4
8445_323.1599_4.5246_3954_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,360306.4,NA,1
8446_323.1599_3.1843_56_N/A_NA_no matches_no matches_no matches_no matches,627605.5,262723.2,NA,NA,NA,2
8451_323.1599_4.928_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,237211.6,282013.8,358406.5,3
8452_323.16_3.7711_56_N/A_NA_no matches_no matches_no matches_no matches,NA,589479.8,NA,NA,NA,1
8453_323.1689_4.8253_50_N/A_NA_no matches_no matches_no matches_no matches,20487.42,NA,NA,NA,NA,1
8455_323.185_8.4535_2245_N/A_Gitoxigenin_no matches_no matches_no matches_no matches,161968.2,287704.8,234196.6,284171.1,NA,4
8456_323.185_10.7133_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,310434.4,NA,1
8458_323.1851_7.7559_5944_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,NA,682332,421026.1,NA,NA,2
"8459_323.1851_8.7881_4027_N/A_methyl 10-hydroxy-5-methyl-2-(propan-2-yl)-11,12-dioxatricyclo[5.3.2.01/4,?]dodec-8-ene-8-carboxylate_no matches_no matches_no matches_no matches",NA,959753.3,NA,NA,1729137,2
8461_323.1851_8.0079_3262_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,374974.7,262831.9,294350.6,3
8464_323.1851_9.379_7634_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,NA,NA,250309.5,352409.6,312811.1,3
8471_323.1963_4.284_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,72396.08,104595.3,2
"8474_323.2002_10.9253_8887_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",38774.9,40416.73,NA,21188.3,32308.66,4
8475_323.2047_4.9955_3691_N/A_NA_no matches_no matches_no matches_no matches,NA,30345.79,NA,NA,NA,1
8477_323.2054_5.8653_3378_N/A_NA_no matches_no matches_no matches_no matches,NA,27196.65,NA,NA,43601.31,2
8480_323.2213_8.6572_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,165128,NA,276762.4,NA,2
8484_323.2214_6.939_-1_N/A_NA_no matches_no matches_no matches_no matches,21905.22,NA,NA,58565.81,26467.7,3
8485_323.2214_11.4124_811_N/A_NA_no matches_no matches_no matches_no matches,NA,1626722,NA,4163196,1932399,3
"8490_323.2214_8.331_433_N/A_Massbank:LU085503 dl-Norgestrel|(8R,9S,10R,13S,14S)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_no matches_no matches_no matches_no matches",NA,235242,NA,701015.8,365361.2,3
"8493_323.2214_8.2466_433_N/A_Massbank:LU085503 dl-Norgestrel|(8R,9S,10R,13S,14S)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_no matches_no matches_no matches_no matches",NA,107695.4,96490.73,325001.2,242164.6,4
"8496_323.2215_11.0091_-1_N/A_NCGC00347722-02!(2Z)-2-[(E)-6-(hydroxymethyl)-2,4,8,10-tetramethyldodec-2-enylidene]-4-methylpentanedioic acid [IIN-based on: CCMSLIB00000847318]_no matches_no matches_no matches_no matches",NA,NA,455886.5,624162.9,339758.8,3
"8499_323.2215_11.2069_917_N/A_NCGC00347722-02!(2Z)-2-[(E)-6-(hydroxymethyl)-2,4,8,10-tetramethyldodec-2-enylidene]-4-methylpentanedioic acid [IIN-based on: CCMSLIB00000847318]_no matches_no matches_no matches_no matches",NA,647022.6,NA,2224628,672443.2,3
8505_323.2347_12.5361_2473_MassbankEU:SM883301 Bis(2-ethylhexyl)phosphate|Bis(2-ethylhexyl) hydrogen phosphate_Spectral Match to Tributyl phosphate from NIST14_Organic compounds_Organic acids and derivatives_Organic phosphoric acids and derivatives_Phosphate esters,NA,NA,NA,NA,17558.25,1
8516_323.2578_11.9761_239_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids,NA,169823.8,119240.5,NA,NA,2
8522_324.1076_3.8229_5815_N/A_NA_no matches_no matches_no matches_no matches,NA,346386.7,NA,NA,NA,1
8523_324.1076_4.6371_3155_N/A_NA_no matches_no matches_no matches_no matches,119397.6,84692.25,163492.7,78689.16,138340.3,5
8524_324.1077_2.8556_8583_N/A_Anisodamine_no matches_no matches_no matches_no matches,NA,NA,NA,NA,158794.7,1
8529_324.144_4.4346_1793_N/A_NA_no matches_no matches_no matches_no matches,389730.8,NA,NA,348540.5,NA,2
8532_324.144_4.5295_3155_N/A_NA_no matches_no matches_no matches_no matches,1777971,NA,NA,NA,1326862,2
8536_324.1651_1.3292_3370_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,86978.52,49626.34,48294.04,3
8539_324.1707_5.5834_2887_N/A_INDOLE-3-ETHANOL_no matches_no matches_no matches_no matches,725055.1,271463,50723.07,89764.88,244944.1,5
8544_324.1803_2.5819_8583_N/A_Asarone_no matches_no matches_no matches_no matches,238745.9,NA,NA,236661.5,185880.5,3
8548_324.2001_4.5152_1793_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,26087.56,NA,NA,1
8559_324.2167_4.4629_1793_N/A_NA_no matches_no matches_no matches_no matches,159484.3,NA,150510.4,143201.2,167941.8,4
8561_324.2167_4.6003_6160_N/A_hyoscyamine_no matches_no matches_no matches_no matches,232191.1,NA,NA,NA,NA,1
8563_324.2167_10.3969_462_N/A_NA_no matches_no matches_no matches_no matches,NA,459439.4,NA,152376.5,1269426,3
8564_324.2167_10.4511_462_N/A_NA_no matches_no matches_no matches_no matches,NA,359534.2,61790.48,81340,1195544,4
"8565_324.2354_10.2353_-1_N/A_(6E)-2,6,10-trimethyldodeca-6,11-diene-2,3,10-triol_no matches_no matches_no matches_no matches",NA,19177.26,114746.7,86626.45,NA,3
8587_325.0293_7.6823_3290_N/A_NA_no matches_no matches_no matches_no matches,34246.97,NA,NA,32438.98,NA,2
8591_325.1279_6.2692_4976_N/A_Massbank:AC000918 Atranone B_no matches_no matches_no matches_no matches,458756.4,NA,652892.9,955313.8,NA,3
8592_325.1279_6.0564_4976_N/A_Massbank:AC000918 Atranone B_no matches_no matches_no matches_no matches,NA,995931.9,NA,NA,NA,1
8593_325.128_5.4135_1741_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,1280772,NA,1
8597_325.128_5.9417_4976_N/A_NA_no matches_no matches_no matches_no matches,NA,490057,NA,NA,NA,1
8600_325.128_5.8252_4294_N/A_GLECHOMAFURAN_no matches_no matches_no matches_no matches,NA,677497.5,1468457,NA,NA,2
8601_325.128_6.4824_1327_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,538158.9,NA,NA,1
8602_325.128_4.1158_1112_N/A_NA_no matches_no matches_no matches_no matches,345794.9,NA,NA,NA,NA,1
"8605_325.1281_5.7448_4294_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,501068.6,NA,NA,NA,1
8608_325.1391_4.7493_1037_N/A_NA_no matches_no matches_no matches_no matches,NA,240153.6,NA,NA,NA,1
8609_325.1392_4.3226_1112_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1116764,1
8613_325.1392_3.9272_1112_N/A_NA_no matches_no matches_no matches_no matches,NA,990435.3,943179.4,718230.4,766664.2,4
8614_325.1392_3.8275_1691_N/A_NA_no matches_no matches_no matches_no matches,NA,516339.4,508879.9,NA,308477.7,3
8615_325.1392_3.4649_1691_N/A_NA_no matches_no matches_no matches_no matches,863337.8,NA,2028010,846932.7,1958595,4
8616_325.1392_3.6218_1691_N/A_NA_no matches_no matches_no matches_no matches,NA,729123.5,NA,NA,NA,1
8618_325.1393_2.758_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,323587.1,NA,1
8619_325.1393_3.0622_-1_N/A_NA_no matches_no matches_no matches_no matches,544948,974747.3,NA,448950.5,NA,3
8620_325.1393_2.9886_-1_N/A_NA_no matches_no matches_no matches_no matches,747169.4,NA,NA,730633,703570.8,3
8621_325.1393_2.6699_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,337093.8,NA,323587.1,NA,2
8623_325.1642_6.4487_-1_N/A_bufalin_no matches_no matches_no matches_no matches,473375.1,NA,570704.1,413886.8,476203.7,4
8625_325.1643_7.9996_1327_N/A_GLECHOMAFURAN_no matches_no matches_no matches_no matches,NA,NA,299674,864683.4,NA,2
8626_325.1643_7.1462_3018_N/A_NA_no matches_no matches_no matches_no matches,397600.9,NA,NA,564972.2,779373.6,3
8629_325.1644_6.3364_1327_N/A_GLECHOMAFURAN_no matches_no matches_no matches_no matches,NA,1312358,NA,NA,NA,1
8630_325.1644_8.22_1327_N/A_GLECHOMAFURAN_no matches_no matches_no matches_no matches,NA,NA,NA,413828.6,NA,1
8631_325.1644_7.6527_9085_N/A_Prostaglandin E2_no matches_no matches_no matches_no matches,277199.4,NA,261823.7,233497.4,657538.3,4
8641_325.1755_4.1056_1112_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1001682,NA,NA,1
8642_325.1756_4.0276_1112_N/A_NA_no matches_no matches_no matches_no matches,421396.9,NA,NA,484311.3,357212.8,3
8644_325.1756_3.5759_1691_N/A_NA_no matches_no matches_no matches_no matches,279100.8,208578.1,234708.9,625203.9,314946.2,5
"8646_325.1795_7.7948_9085_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",NA,NA,143221.5,281358.2,NA,2
"8647_325.1795_7.3984_3143_N/A_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",NA,61079.79,229526.4,303572.2,146999.3,4
8649_325.2004_8.6315_-1_Quinidine_Massbank:LU080702 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches,77552.95,76089.62,46326.54,115692.4,143968.7,5
8658_325.2007_11.0037_3345_N/A_NA_no matches_no matches_no matches_no matches,NA,335284.4,NA,943030.2,424324.4,3
8661_325.2008_10.4657_3744_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,677477,NA,NA,1
8664_325.2159_11.0353_3345_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,84281,1
