Feature_ID,Control...1,Control...2,Control...3,Coral...4,Coral...5,Coral...6,Coral_Dictyota...7,Coral_Dictyota...8,Coral_Dictyota...9,Coral_Turf...10,Coral_Turf...11,Coral_Turf...12,Dictyota...13,Dictyota...14,Dictyota...15,Turf...16,Turf...17,Turf...18,count
10554_347.1487_7.0035_3556_N/A_NA_no matches_no matches_no matches_no matches,0,0,-388387.00000000006,0,0,639966.6,0,0,0,456497.49999999994,525826.7,0,865868.1,366061.19999999995,-167272.07,0,693267.7,457784.10000000003,9
10555_347.1487_7.7134_1764_N/A_NA_no matches_no matches_no matches_no matches,243966.8,248677.2,589075.1000000001,553486.2999999999,0,547107.7,243239.19999999998,394707.29999999993,398041.4,0,123923.81000000001,436540.51,0,0,-304298.5,0,332899.6,544339.1,13
10556_347.1487_7.2316_3556_N/A_NA_no matches_no matches_no matches_no matches,396007.10000000003,259143.3,0,292876.2,405450.2,184534.8,0,313394.7,554460,360712.9,0,0,0,0,0,281055.70000000007,592683.6,673515.7000000001,11
10557_347.1488_6.1334_5907_N/A_NA_no matches_no matches_no matches_no matches,0,0,-391107.80000000005,0,0,548209.1,0,0,-376880.89999999997,427845.69999999995,632678.5,320287,340852.6,1029324.4,902986.4,-811476.7,-892833.8,-889014.2,12
10558_347.1488_7.3705_-1_N/A_NA_no matches_no matches_no matches_no matches,309621.80000000005,0,1375134.4,450428.49999999994,0,0,0,490320.8,206457.89999999997,0,366819.19999999995,915276.1,0,455380.69999999995,-204389.2,0,0,172630.6,10
10559_347.1488_6.2877_-1_N/A_NA_no matches_no matches_no matches_no matches,456643.69999999995,0,0,0,0,238911.90000000002,0,440158.60000000003,1205264.2,-769222.7000000001,-800380.1000000001,-668877.9,-1533410.8,-1310772.8,-1537895.2,0,0,0,10
10560_347.1488_6.4239_5907_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,0,268994.8,818968.8,0,375416.9,0,617589.2,4
10561_347.1488_6.7969_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,941366.6,0,0,178989.89999999997,655286.3,-702393.2,0,0,673930.5,0,504259.4,-411232.80000000005,0,0,7
10562_347.1547_4.8262_9426_gibberellic acid_Homoorientin_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids,0,0,0,0,0,0,0,0,0,10999.654,9263.514,-4213.206,0,0,8178.226999999999,0,0,0,4
10563_347.1598_5.3028_4873_N/A_NA_no matches_no matches_no matches_no matches,-76753.70999999999,0,0,0,0,-64677.01,0,0,-93126.23000000001,0,0,0,0,0,0,0,0,-84147.26000000001,4
10564_347.1598_7.1393_1764_N/A_NA_no matches_no matches_no matches_no matches,100609.37999999999,34786.31999999999,110126.27999999998,43484.13999999999,0,89571.01999999999,87628.38999999998,183106.38999999998,121835.98999999999,0,0,0,287718,144815.4,0,0,0,0,10
10565_347.1599_4.1769_1543_N/A_19-epi-scholaricine_no matches_no matches_no matches_no matches,263407.8,0,0,592788,220497.1,524063.9,318874.30000000005,0,325757.5,604134.1,527232.8,660426.8,378495.60000000003,440647.60000000003,0,-158340.7,394528.1,440399.30000000005,14
10566_347.1599_4.0857_1543_N/A_NA_no matches_no matches_no matches_no matches,347035.89999999997,511037.7,0,0,0,0,0,0,0,304073.10000000003,0,280807.10000000003,0,0,0,0,0,0,4
10567_347.1599_4.381_1543_N/A_19-epi-scholaricine_no matches_no matches_no matches_no matches,729827.3,581745.2,1274987.3,409550.7,300094.7,616032.2,498960.9,427001.29999999993,450570.69999999995,571856,0,551394,0,0,-297673.30000000005,-375951.02,1613689.2,565737.2,15
10568_347.16_4.7803_7290_N/A_NA_no matches_no matches_no matches_no matches,136862.78,87690.78,0,92892.18000000001,122302.08,78284.88,262970.5,75404.99999999999,0,0,0,101612.24999999999,-94489.64,0,-93449.35,0,0,0,10
10569_347.16_5.078_4873_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,158459.2,0,159564.06999999998,118494.16999999998,128807.01999999999,185636.22,262901.02,147642.75,144132.25,0,0,0,0,8
10570_347.16_4.6655_-1_N/A_Drospirenone_no matches_no matches_no matches_no matches,176780.60000000003,0,0,0,0,0,0,104765.01999999999,117350.12,0,0,0,98448.56999999999,304902.87,0,0,0,0,5
10571_347.16_4.9486_7290_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,88095.55,139351.25,0,0,0,-130255.85,0,0,0,3
10572_347.16_4.5531_1543_N/A_Carbendazim_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,75109.04999999999,173447.35,0,0,0,0,0,-84779.79999999999,0,0,0,3
10574_347.1673_4.7794_-1_N/A_Drospirenone_no matches_no matches_no matches_no matches,0,0,0,230749,0,257907.3,0,0,0,279195.6,0,235445.5,0,0,0,271107.6,177481.00000000003,0,6
10575_347.1676_4.2557_1543_N/A_Biotin methyl ester_no matches_no matches_no matches_no matches,0,76562.73999999999,0,0,0,425302.25,0,-49604.71,0,0,-19827.07,0,0,0,0,278362.38,0,0,5
10579_347.1843_6.2316_5907_N/A_Gitoxigenin_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169651.16999999998,0,0,1
"10580_347.1847_10.6431_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",389154,374855.10000000003,549935.1000000001,324692.01999999996,0,355312.32,316059.92000000004,188398.02,270652.52,274977.5,206321.50000000003,1529796.6,169354.8,447903.7,94044.2,0,184523.6,424649.9,16
"10581_347.185_8.564_-1_N/A_Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11.beta.)-_no matches_no matches_no matches_no matches",187612.37,0,135152.37,0,0,0,0,0,0,0,0,266319.8,0,0,476428.2,0,0,0,4
10582_347.185_7.7441_-1_N/A_ingenol_no matches_no matches_no matches_no matches,491719.49999999994,214685.89999999997,0,-572849.9,-459434.9,-634407.3,-322831.7,0,-362769.9,0,0,-224693.09999999998,0,0,0,0,0,0,8
"10583_347.185_9.2924_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",0,0,656730.1,1941626.1,454313,695581,233548.39999999997,413376.39999999997,0,0,568125.9,0,0,994316,0,0,0,1422120.8,9
10584_347.185_7.1019_-1_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,0,0,0,0,280404.9,0,0,0,0,198319.59999999998,0,0,0,-196602.56000000003,0,-311858.89999999997,-473458.01999999996,-414519.3,6
"10585_347.185_7.9808_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",810633.4,0,-203219.89999999997,0,0,0,-596505,-735816.8,-659900.9,-229328.9,0,0,0,510642.2,558798.5,-311091.19999999995,0,-318965.19999999995,10
"10586_347.185_8.7138_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",246289.40000000002,0,0,0,310859,0,189701.30000000002,297347.9,160097.99999999997,-343477.3,0,0,0,0,0,0,0,295073.19999999995,7
"10587_347.185_8.7739_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",235364.5,0,201257.5,0,0,0,0,953710.2,0,-237058.59999999998,0,0,0,0,0,330553.1,574463.7,266399.89999999997,7
"10588_347.1851_7.4464_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",0,215491.2,0,-1168908.9,-1041874.9,-795217.1,-460495.00000000006,0,-494572.20000000007,0,0,-445612.4,-1554175.2,-1396283.3,-1253365.4,-798127.9,-750482,0,12
10589_347.1851_8.1605_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,-508487.7,0,0,-346791.9,0,0,603995.6000000001,0,0,0,728654.4,0,0,1107292.3,2342069.3,955567.3,7
10590_347.1851_8.3621_-1_N/A_NA_no matches_no matches_no matches_no matches,0,-191143.7,0,0,585070.8,0,-181992.8,362293.30000000005,0,0,0,0,0,382906.2,0,0,0,0,5
10591_347.1851_10.089_8377_N/A_NA_no matches_no matches_no matches_no matches,1448991.2,0,474530.39999999997,877400.5,0,-131461,292428.69999999995,149374.19999999998,0,0,0,0,0,443616.2,0,255634.00000000003,484395,0,9
"10592_347.1851_9.0921_-1_N/A_Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11.beta.)-_no matches_no matches_no matches_no matches",284359.4,138831.4,352648.5,0,0,0,0,0,0,0,0,0,0,0,-232345.09999999998,0,0,0,4
"10593_347.1851_9.7384_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",291856,842716.5,467092.89999999997,478192.00999999995,275380.51,397379.01,0,419212.60000000003,474855.2,778618.8,987776.5,354605.69999999995,0,829746,424540.00000000006,0,-317594.1,-337500.8,15
10595_347.1851_9.0375_-1_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,0,0,742555.3,410586.49,497378.59,0,857190.1,0,745688.1,0,0,0,-208857.9,0,-238394.6,0,0,0,7
"10596_347.1851_9.5188_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",0,0,0,248935.76,371855.56,578252.8600000001,0,0,0,472717,0,0,382413.19999999995,0,0,0,0,0,5
"10597_347.1852_10.3262_8377_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",268937.7,0,527116.6,373170.27999999997,379636.27999999997,178994.08,0,320428.7,0,599788.7000000001,224100.99999999997,292443.1,0,0,0,200572.1,0,419951.4,11
10598_347.1961_5.2289_9426_N/A_sinomenine_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids,0,0,-32067.03,0,73308.11,0,0,0,0,0,0,-22745.690000000002,0,0,0,-46490.369999999995,0,0,4
10599_347.1961_5.4445_-1_N/A_sinomenine_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,0,56918.63,51848.07,51066.219999999994,0,0,0,3
10600_347.1962_4.237_1543_N/A_NA_no matches_no matches_no matches_no matches,0,0,-26059.29,31955.97,23347.78,0,0,0,0,0,0,-22424.630000000005,0,0,-24867.57,42104.21,0,62412.719999999994,7
10601_347.1963_4.8916_7290_N/A_NA_no matches_no matches_no matches_no matches,0,40080.93,0,0,0,40372.240000000005,-65197.39000000001,0,-69754.26000000001,54793.66,105505.5,38608.97,0,0,46097.479999999996,0,0,0,8
10602_347.1963_4.8181_5655_N/A_NA_no matches_no matches_no matches_no matches,0,39402.62,0,-21050.690000000002,0,0,0,62816.38,-34724.2,53602.81999999999,40482.69,41287.7,70724.72,50782.05,21127.579999999998,0,0,0,10
10603_347.1963_4.6987_5655_N/A_NA_no matches_no matches_no matches_no matches,0,-56971.299999999996,0,-49129.450000000004,0,0,-18260.979999999996,0,0,0,0,38307.76,0,0,0,0,0,0,4
10604_347.1963_4.4397_1543_N/A_NA_no matches_no matches_no matches_no matches,-35176.66,0,0,39895.049999999996,0,0,64351.52999999999,17173.14,0,-34739.909999999996,0,0,46564.21,98077.7,51660.729999999996,0,51360.8,55353.69,10
10605_347.2038_5.1285_-1_N/A_DonepezilHCl_no matches_no matches_no matches_no matches,-778283.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10606_347.2038_5.0711_-1_N/A_alphitolic acid_no matches_no matches_no matches_no matches,0,0,0,-762024.4,-948784.6,-1025227.9,0,0,0,0,0,0,0,0,0,574986,0,0,4
"10607_347.2159_11.3463_3594_N/A_5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",-36013.63,71436.57999999999,-43234.012,-38664.549999999996,-40316.863,88151.22,-165894.81,-171761.96,0,-60010.81999999999,-78906.73,-80621.48,0,-67760.88,-92519.461,0,-293247.56,-235558.22000000003,15
"10608_347.2213_10.6863_5062_CORTICOSTERONE_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Hydroxysteroids",0,0,-220218.40000000002,0,0,0,0,0,-489975.69999999995,0,0,0,0,0,0,0,0,0,2
"10609_347.2213_9.1766_5582_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",0,37523.13,46094.200000000004,-53729.909999999996,-46996.28,0,0,0,0,0,177170.39999999997,0,-254841.2,-238908.30000000002,0,0,0,-179108.3,8
"10610_347.2213_10.7883_5062_CORTICOSTERONE_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Hydroxysteroids",694469.6000000001,0,0,0,395074.10000000003,466662.7,491521.8,662864.7,768902.2,827152.1,0,0,-492855.70000000007,0,0,0,1724054.8,1590796.8,10
"10611_347.2214_8.8536_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",-57296.2,-55375.329999999994,0,107048.98,0,0,-87702.60999999999,0,0,-79633.68999999999,0,-97317.87,0,0,0,105151.87,195373.57,77980.87,9
10612_347.2214_9.3925_7135_N/A_NA_no matches_no matches_no matches_no matches,0,0,-67562.8,0,135115.16999999998,0,0,207082.4,-74677.34,164444.1,0,112999.6,-251583.7,0,-267961.04000000004,0,0,0,8
"10613_347.2214_9.0517_5582_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",0,0,146952.09999999998,0,-77018.11,0,0,0,0,0,0,0,0,-103906.48000000001,0,0,0,0,3
10614_347.2214_11.3468_4595_N/A_CHOLATE_no matches_no matches_no matches_no matches,446691.9,0,0,322516.4,0,0,0,989677,872438.4,0,0,0,0,-276665.3,-324898,0,0,0,6
"10615_347.2214_11.1344_2562_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",299033.10000000003,0,0,0,0,257035.7,280858.3,306243.3,0,0,0,-346010.60000000003,0,0,0,0,0,0,5
"10616_347.2214_11.4654_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",0,0,0,0,265185.48,370331.78,0,144758.59999999998,0,0,0,0,0,0,0,0,0,0,3
"10617_347.2214_8.0563_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",-59381.72,-60706.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"10618_347.2214_9.6367_5582_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",0,0,0,0,0,0,0,0,0,0,0,0,0,261143.09999999998,0,0,573958.5,0,2
10619_347.2214_9.7466_7135_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,85803.55,179536.15000000002,0,0,0,333356.69999999995,0,0,0,258913.5,0,269875.5,0,0,0,5
"10620_347.2214_10.0733_683_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",343637.3,303435.2,185897,-587439.8,-556215.2,-478773.3,986808,199952.7,0,-674254.9,-662609.8,-815923.3,-510041.00000000006,0,-395654.80000000005,0,0,0,13
"10621_347.2214_9.8658_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",-95832.12999999999,0,0,0,0,0,366531,397967.6,0,0,0,0,247537.3,328399.8,698371.6000000001,500601.69999999995,0,0,7
"10622_347.2214_10.158_683_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",2915634,-905076.2,-1014322.2,0,2398203.9,0,0,0,0,-990850.6,0,0,0,0,0,0,1456629,0,6
"10624_347.2215_10.5641_683_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",0,0,334930.4,243220.69999999998,231428.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"10625_347.2215_11.0205_2562_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",0,389293.99999999994,0,0,0,0,843312.2,533322.3,346420.60000000003,0,0,0,628509.5,2229766.5,0,0,0,0,6
"10626_347.2215_10.2923_683_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",1978382.5,0,0,306561.30000000005,485796.30000000005,279257.69999999995,0,459626.1,299063.5,0,976434.6,0,0,1044819.7,0,704599.1,806822.1,0,10
"10627_347.2215_10.4177_683_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",1157653.1,0,0,0,429596.1,0,0,0,0,0,720867.7,0,-739424,0,0,-675887.6,0,-699753,6
"10629_347.2248_7.3553_514_N/A_methyl 1,2,5,8,15,19,19-heptamethyl-13,18-dioxopentacyclo[12.8.0.0.0.0]docos-11-ene-8-carboxylate_no matches_no matches_no matches_no matches",120130.09,102410.99,146129.99,91279.52,0,112649.12,66267.28,30880.289999999997,107144.2,98803.89000000001,51949.79000000001,87732.48999999999,72012.35,102578.09,0,68967.24,104168.54000000001,33447.479999999996,16
"10632_347.2423_10.6987_306_N/A_Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14_no matches_no matches_no matches_no matches",0,-51616.81,-51616.81,-24094.882,52809.530000000006,-20579.152000000002,0,0,-39176.25,-33393.46,0,-29887.109,-72823.32,0,-69444.93000000001,-28092.299,0,0,11
10642_347.2577_11.3262_4595_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,0,0,0,-63626.93,0,144437.59999999998,176459.80000000002,0,0,0,-80000.63,0,0,0,142633.74,0,0,0,5
"10650_347.3152_13.8025_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",-271628.589,-251013.99,-266165.98099999997,-303041.12,-220150.50000000003,-294424.62,-382895.48,-368706.2,-403299.17000000004,-221127.956,-179817.49000000002,-190205.80000000002,-194809.51999999996,-254376.33999999997,0,-234011.15999999997,-232440.3,-190003.68,17
"10651_347.3153_12.1091_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",0,0,4605198,0,0,0,0,0,0,0,-3323773,0,0,0,0,0,0,0,2
10656_348.1439_4.1753_4877_N/A_NA_no matches_no matches_no matches_no matches,0,-136801.97999999998,0,265412.28,75016.28000000001,164423.38,51487.37,0,101190.91,0,0,-71174.77999999998,-67320.73000000001,0,0,-54733.46,0,0,9
10657_348.1439_5.1235_418_N/A_NA_no matches_no matches_no matches_no matches,259166.90000000002,0,0,0,0,0,404085.9,0,0,0,0,0,0,-190325.50999999998,0,0,0,0,3
10658_348.1439_3.4074_1720_N/A_NA_no matches_no matches_no matches_no matches,0,0,-78200.17000000001,42184.58,51855.54000000001,44847.39,0,0,-44982.659999999996,0,0,-50293.61,-37302.31999999999,0,0,55500.920000000006,0,0,8
10659_348.1439_4.4229_4877_N/A_NA_no matches_no matches_no matches_no matches,-97645.34,-94347.03,-121280.8,-92315.27,-124815.06,0,0,0,0,0,0,0,0,0,-90876.25000000001,0,0,0,6
10660_348.1439_4.6107_8745_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,120020.5,0,0,0,0,0,0,0,0,0,0,0,-116284.25,0,0,2
10661_348.144_4.7389_8745_N/A_NA_no matches_no matches_no matches_no matches,0,0,-91735.34,-106119.17000000001,-110292.26000000001,0,0,0,0,-70840.09999999999,0,0,-54558.11000000001,-50031.18000000001,0,-203841.41999999998,0,-159822.96,8
"10662_348.144_4.9095_-1_N/A_(S)-5,7-dihydroxy-8-(3-methylbut-2-en-1-yl)-2-phenylchroman-4-one_no matches_no matches_no matches_no matches",0,235068.88000000003,0,0,0,-136492.72,-109925.59999999999,0,0,-129200.05,0,-127472.38,122504.06,0,85925.06,0,0,0,7
10664_348.1554_3.3945_1720_N/A_NA_no matches_no matches_no matches_no matches,91732.76999999999,0,0,43735.49,0,0,122983.59000000001,42221.92999999999,0,-57993.79000000001,0,-61518.4,0,0,0,-75439.22,-58584.73,0,8
10665_348.1554_3.5042_1052_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,51476.17,0,0,-53080,0,-70511.20999999999,0,0,0,0,0,0,3
10666_348.1554_2.7507_4877_N/A_NA_no matches_no matches_no matches_no matches,0,0,-19653.16,0,11877.794000000002,7082.9039999999995,-36008.53,0,-32864.39,0,0,0,0,0,0,-45131.36,-46409.799999999996,-45076.05,8
10667_348.1554_3.6084_1052_N/A_NA_no matches_no matches_no matches_no matches,71780.78,0,0,0,100202.54000000001,0,0,0,67682.43,-30005.17,75046.65000000001,0,0,0,0,0,0,0,5
10668_348.165_2.8942_4877_N/A_NA_no matches_no matches_no matches_no matches,0,-224107.5,-247528.77999999997,0,-118380.78,0,-151169.82,-135343.75,-172193.4,0,0,-89226.22,-141076.1,-163758.85,-164313.07,0,0,0,10
10670_348.167_3.4221_1720_N/A_NA_no matches_no matches_no matches_no matches,-2564.976,-2564.976,10040.923999999999,-9076.908,0,-11418.38,13994.59,0,14398.6,0,13907.25,10660.05,0,-6308.579,-6308.579,0,7300.786,2121.84,13
10672_348.1803_4.2797_4877_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,151044.99999999997,0,0,0,219252.39999999997,-109966.6,0,0,0,0,3
10673_348.1803_4.1546_4877_N/A_NA_no matches_no matches_no matches_no matches,126482.19999999998,0,0,134197.19999999998,0,0,0,0,0,0,277247.4,0,0,-101235.56,0,0,0,0,4
10674_348.1803_3.35_1720_N/A_NA_no matches_no matches_no matches_no matches,-56031.939999999995,0,0,0,148153.83999999997,0,-124802.04000000001,0,-172944.74000000002,0,0,-73511.40000000001,-61767.91,0,0,79256.35,0,0,7
10675_348.1803_3.4576_1720_N/A_NA_no matches_no matches_no matches_no matches,0,0,-168237.4,240952.84000000003,219930.44,0,-235152.6,0,0,0,0,0,-69188.03,0,0,0,0,0,5
10676_348.1803_4.5509_-1_N/A_Rhapontigenin_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,151662.99999999997,0,0,0,270163.97000000003,0,92174.70999999999,0,0,3
10677_348.1803_3.2019_1720_N/A_NA_no matches_no matches_no matches_no matches,-65133.829999999994,0,-77426.95999999999,0,160673.74,0,-102104.98999999999,0,-108749.82999999999,-131486.83000000002,0,-98856.04,-282842.11,-287275.33999999997,-310561.68,0,-229980.81,-244796.36000000002,12
10678_348.1803_3.1331_4877_N/A_NA_no matches_no matches_no matches_no matches,0,0,-59059.29,0,0,0,0,150087.83000000002,0,-108071.83,0,0,-38179.81,0,-50999.29,0,0,0,5
10683_348.2071_10.6038_7151_N/A_Camellimidazole E_no matches_no matches_no matches_no matches,0,0,58929.38,-44026.6,-48230.708,0,-17145.3,0,51708.78,0,40599.213,4405047.883,0,-30798.944000000003,207100.04,0,0,0,9
10687_348.2166_5.127_-1_N/A_Karakoline_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,397102.4,493081.30000000005,0,514362,0,386390.1,240819.69999999998,201256.9,0,0,0,6
10689_348.2166_5.5312_4042_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,586729.2,436400.10000000003,481059.7,0,0,0,0,0,0,0,0,0,0,0,0,3
10690_348.2167_4.2824_4877_N/A_NA_no matches_no matches_no matches_no matches,0,-240679.83999999997,-170538.59999999998,210539.8,0,186549,0,0,0,376402.3,0,0,-239086.5,-243872.19999999998,0,-127962.26000000001,0,0,8
10691_348.2167_4.1216_4877_N/A_NA_no matches_no matches_no matches_no matches,-90458.83000000002,171893.89999999997,0,0,0,-100952.48999999999,0,0,0,0,0,0,0,0,0,-105883.94,0,0,4
10692_348.2167_4.904_-1_N/A_sinomenine_no matches_no matches_no matches_no matches,0,0,0,0,195277,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10693_348.2167_4.8296_-1_N/A_Karakoline_no matches_no matches_no matches_no matches,0,0,-247235.97,0,0,231940.89999999997,0,0,0,146626.9,181042.9,225151.1,0,0,0,0,0,320542.00000000006,6
10694_348.2167_4.4349_4877_N/A_NA_no matches_no matches_no matches_no matches,107816.37,178488.57,225801.66999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226778.8,4
