"","max_blanks","mean_samples","flag"
"10267_343.2103_11.4787_7238_N/A_NA_no matches_no matches_no matches_no matches",286884,134313.867083333,1
"10268_343.2112_6.136_3251_N/A_NA_no matches_no matches_no matches_no matches",578135.5,622977.7875,1
"10269_343.2113_6.3417_4172_N/A_NA_no matches_no matches_no matches_no matches",384524.5,421768.9125,1
"10270_343.2113_6.4748_4172_N/A_NA_no matches_no matches_no matches_no matches",265014.4,237017.434166667,1
"10272_343.2263_10.7704_1181_N/A_Morin_Organic compounds_Organoheterocyclic compounds_Pyridines and derivatives_Pyridinium derivatives",224310.7,166450.125,1
"10277_343.2264_10.9385_5060_N/A_Massbank:KO001672 Pelargonate|Pelargonic acid|Nonanoate|Nonanoic acid_no matches_no matches_no matches_no matches",174040.7,174839.244166667,1
"10286_343.2467_10.6204_1578_N/A_Himbacine_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",383551.7,102575.1475,1
"10287_343.2469_10.7093_-1_N/A_CHEMBL1512936_no matches_no matches_no matches_no matches",261582.6,71826.2641666667,1
"10288_343.2472_8.6655_-1_N/A_NA_no matches_no matches_no matches_no matches",19545.94,4193.838375,1
"10289_343.2475_9.8223_-1_N/A_(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid_no matches_no matches_no matches_no matches",42564.2,25801.2970833333,1
"10293_343.2476_10.384_1578_N/A_Himbacine_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",152109.2,87944.2125,1
"10294_343.2476_11.0801_2596_N/A_HMDB:HMDB00374-588 17-Hydroxyprogesterone_no matches_no matches_no matches_no matches",223663.2,128163.952083333,1
"10299_343.3186_11.1805_-1_N/A_Himbacine_no matches_no matches_no matches_no matches",2390588,1615046.57804167,1
"10300_343.3186_10.7745_1578_N/A_Himbacine_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",771461.7,394909.925666667,1
"10301_343.3186_11.0597_2596_N/A_Himbacine_no matches_no matches_no matches_no matches",6962856,2882402.522875,1
"10302_343.3316_10.7236_-1_N/A_4-PHENYLBUTYRIC ACID_no matches_no matches_no matches_no matches",84119.94,41307.4333333333,1
"10304_344.1305_5.2027_5597_N/A_NA_no matches_no matches_no matches_no matches",2094.912,2320.00608333333,1
"10333_344.1888_8.7012_-1_N/A_Massbank:EQ306403 Pencycuron|1-(4-chlorobenzyl)-1-cyclopentyl-3-phenyl-urea_no matches_no matches_no matches_no matches",69437.95,23852.760875,1
"10335_344.2068_10.4929_2_N/A_Massbank:LU091602 Methiuron|N,N-dimethyl-N'-(3-methylphenyl)carbamimidothioic acid_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",9052.436,13716.6026666667,1
"10336_344.212_9.6677_1316_N/A_NA_no matches_no matches_no matches_no matches",112094.9,49617.1539583333,1
"10337_344.2215_8.8967_-1_N/A_NA_no matches_no matches_no matches_no matches",47913.47,30153.317125,1
"10343_344.2277_3.4694_-1_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches",138744,59312.5416666667,1
"10344_344.2277_3.8904_10_N/A_Spectral Match to Nonaethylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",12601500,12469535.75,1
"10345_344.2277_3.1045_-1_N/A_NA_no matches_no matches_no matches_no matches",1734486,97871.6335,1
"10346_344.2284_10.7988_2280_N/A_Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",33090.23,18550.27725,1
"10347_344.2367_10.508_4192_N/A_5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-chromen-4-one_no matches_no matches_no matches_no matches",323025,114533.020333333,1
"10348_344.2368_10.6038_4192_N/A_5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-chromen-4-one_no matches_no matches_no matches_no matches",65007.42,42107.14,1
"10349_344.2428_10.8431_184_N/A_NA_no matches_no matches_no matches_no matches",183362,114657.552083333,1
"10350_344.2429_9.9514_273_N/A_Massbank: Drofenine_no matches_no matches_no matches_no matches",671514.9,70975.03875,1
"10351_344.2541_3.9485_-1_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches",75648.1,828.616333333333,1
"10355_344.2792_11.692_4754_N/A_NA_no matches_no matches_no matches_no matches",136359.6,26823.1770416667,1
"10356_344.2793_11.4075_1028_N/A_NA_no matches_no matches_no matches_no matches",256692.5,163581.470416667,1
"10357_344.2793_10.8823_1047_N/A_NA_no matches_no matches_no matches_no matches",254436.8,66740.5858333333,1
"10358_344.2793_11.2513_1028_N/A_NA_no matches_no matches_no matches_no matches",259512.9,365333.28375,1
"10359_344.2793_9.935_483_LAUROYLCARNITINE_LAUROYLCARNITINE_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters",93709.43,44978.975125,1
"10360_344.2793_11.1251_2280_N/A_NA_no matches_no matches_no matches_no matches",145705.9,115796.534166667,1
"10361_344.2793_11.0496_2280_N/A_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",538961.2,297044.364583333,1
"10362_344.2945_9.5487_1316_N/A_NA_no matches_no matches_no matches_no matches",159919,41570.94275,1
"10363_344.2945_9.8961_2704_N/A_CHEMBL1512936_no matches_no matches_no matches_no matches",200482.3,73838.326,1
"10364_344.2946_10.1127_2704_N/A_CHEMBL1512936_no matches_no matches_no matches_no matches",473212.5,181808.804166667,1
"10365_344.2946_10.4883_2_N/A_Massbank:LU091602 Methiuron|N,N-dimethyl-N'-(3-methylphenyl)carbamimidothioic acid_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",142913.2,91831.6013333333,1
"10366_344.3156_10.7881_6568_N/A_Massbank: Ethambutol|(2S,2'S)-2,2'-(Ethane-1,2-diyldiazanediyl)di(butan-1-ol)_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters",392892.1,39479.118625,1
"10367_344.3157_10.9745_1047_N/A_NA_no matches_no matches_no matches_no matches",294105.8,401816.103333333,1
"10369_344.3308_11.4092_4754_N/A_NA_no matches_no matches_no matches_no matches",3413122,1189125.26883333,1
"10370_344.3309_11.3292_4754_N/A_NA_no matches_no matches_no matches_no matches",3478376,2809359.548125,1
"10371_344.3309_11.5113_4754_N/A_NA_no matches_no matches_no matches_no matches",1841669,798918.479166667,1
"10372_344.3309_11.1979_1047_N/A_NA_no matches_no matches_no matches_no matches",12082170,3806471.41808333,1
"10373_344.3309_11.0153_1047_N/A_NA_no matches_no matches_no matches_no matches",2096997,799484.515583333,1
"10374_344.3311_10.7454_-1_N/A_Himbacine_no matches_no matches_no matches_no matches",2695067,1121193.50641667,1
"10375_345.0263_8.6566_-1_N/A_Spectral Match to 11(12)-EET from NIST14_no matches_no matches_no matches_no matches",548150.1,128406.585166667,1
"10376_345.0604_8.6773_-1_N/A_NA_no matches_no matches_no matches_no matches",58922.52,0,1
"10377_345.0845_11.5207_-1_N/A_Massbank:LU080702 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches",130130.8,114938.977916667,1
"10378_345.0846_11.3814_-1_N/A_NA_no matches_no matches_no matches_no matches",42090.85,46109.9775,1
"10381_345.1254_9.5665_3223_N/A_NA_no matches_no matches_no matches_no matches",92885.73,180473.284583333,1
"10391_345.153_4.8427_-1_gelsemine_9H-Pyrido[3,4-B]indole_Organic compounds_Alkaloids and derivatives_Gelsemium alkaloids_NA",76482.2,50153.9858333333,1
"10395_345.1542_8.2004_152_N/A_NA_no matches_no matches_no matches_no matches",1418669,133194.880833333,1
"10418_345.1863_7.0707_433_N/A_4-acetyloxy-8-(3-oxo-2-pent-2-enylcyclopenten-1-yl)octanoic acid_no matches_no matches_no matches_no matches",6453.127,9261.48279166667,1
"10419_345.1885_6.3112_1730_N/A_NA_no matches_no matches_no matches_no matches",826425.1,87959.695,1
"10421_345.1887_5.3052_-1_N/A_Massbank:EQ328401 Dienogest|2-[(8S,13S,14S,17R)-17-hydroxy-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]acetonitrile_no matches_no matches_no matches_no matches",55429.26,15701.0064166667,1
"10423_345.1889_5.8941_2136_N/A_4-(quinuclidin-2-ylmethyl)benzene-1,2-diol_no matches_no matches_no matches_no matches",64701.16,18943.57625,1
"10424_345.1894_5.7346_2136_N/A_Massbank: Genistein|5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one_no matches_no matches_no matches_no matches",11047.64,14332.5707916667,1
"10426_345.2056_9.806_1418_N/A_MassbankEU:SM874002 Gestoden|13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,13,14,17-dodecahydro-3h-cyclopenta[a]phenanthren-3-one(non-preferred name)|13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14-decahydro_no matches_no matches_no matches_no matches",327464.4,300425.8125,1
"10427_345.2056_9.1126_8705_N/A_Massbank:LU053002 1,4-Diaminoanthraquinone|1,4-diaminoanthracene-9,10-dione_no matches_no matches_no matches_no matches",468011.5,137304.279583333,1
"10428_345.2057_9.2859_8705_N/A_Massbank:LU053002 1,4-Diaminoanthraquinone|1,4-diaminoanthracene-9,10-dione_no matches_no matches_no matches_no matches",88603.5,100372.650416667,1
"10429_345.2057_9.9909_-1_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches",555983.6,244798.3825,1
"10431_345.2057_8.8691_-1_N/A_NA_no matches_no matches_no matches_no matches",225847.7,127238.480416667,1
"10434_345.2058_9.527_3223_N/A_NA_no matches_no matches_no matches_no matches",222262.1,169168.97375,1
"10443_345.2187_10.4108_3977_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",38689.91,47451.7472916667,1
"10444_345.2187_10.482_3977_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",26880.4,15830.1342916667,1
"10447_345.225_7.4692_947_N/A_Cobadex_no matches_no matches_no matches_no matches",244850.3,32432.4380833333,1
"10448_345.2253_7.3455_947_N/A_NA_no matches_no matches_no matches_no matches",36731.7,9853.71333333333,1
"10449_345.2259_6.3807_947_N/A_NA_no matches_no matches_no matches_no matches",3206.656,5212.00008333333,1
"10451_345.2265_7.0281_433_N/A_NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based: Match]_no matches_no matches_no matches_no matches",14987.99,7606.7595,1
"10452_345.2266_6.7843_433_N/A_Artemisinin_no matches_no matches_no matches_no matches",31089.58,13728.6841666667,1
"10455_345.242_11.0476_-1_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",49292.83,77089.9575,1
"10456_345.242_11.1654_-1_B10A28_9_Acetoxydolabellatrien_16_al_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",195234.7,214417.96,1
"10457_345.242_10.8418_-1_N/A_NA_no matches_no matches_no matches_no matches",131974.5,110751.601666667,1
"10459_345.2421_10.6115_3977_N/A_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",96603.93,76568.2175,1
"10461_345.2422_11.4894_-1_N/A_NA_no matches_no matches_no matches_no matches",258497.3,237120.589166667,1
"10464_345.2626_13.3755_-1_N/A_NA_no matches_no matches_no matches_no matches",19975.5,9849.31195833333,1
"10465_345.2631_10.6791_191_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",5715138,7394784.825,1
"10466_345.2631_13.1867_191_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",22167.08,21388.2862625,1
"10467_345.2632_11.4553_7530_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",100004.7,59150.8227083333,1
"10468_345.2632_13.0262_-1_N/A_NA_no matches_no matches_no matches_no matches",25736.78,13005.8719291667,1
"10469_345.2632_13.0902_-1_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",25736.78,28480.9044291667,1
"10470_345.2632_10.2144_191_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",8378200,5433673.37083333,1
"10471_345.2632_13.9794_-1_N/A_NA_no matches_no matches_no matches_no matches",22293.48,6386.02079166667,1
"10472_345.2632_11.3319_7530_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",228181.7,86307.3125,1
"10473_345.2633_10.9998_1980_N/A_NA_no matches_no matches_no matches_no matches",76677.99,124955.211166667,1
"10474_345.2633_11.0547_1980_N/A_NA_no matches_no matches_no matches_no matches",73940.55,67782.6595833333,1
"10475_345.2633_10.4941_3977_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",485418.1,265372.337083333,1
"10484_346.1708_4.6245_-1_N/A_NA_no matches_no matches_no matches_no matches",2368464,4311.98491666667,1
"10485_346.1745_9.9433_141_N/A_NA_no matches_no matches_no matches_no matches",18520.72,27895.077125,1
"10489_346.1861_8.6124_-1_N/A_NA_no matches_no matches_no matches_no matches",36978.31,40475.555,1
"10498_346.2141_10.2053_-1_N/A_NA_no matches_no matches_no matches_no matches",68719.23,64483.457,1
"10499_346.2141_10.2907_5514_N/A_NA_no matches_no matches_no matches_no matches",45103.43,65891.3628333333,1
"10500_346.2142_10.4181_5514_N/A_NA_no matches_no matches_no matches_no matches",45103.43,3926.70341666667,1
"10502_346.2383_10.5808_8256_N/A_NA_no matches_no matches_no matches_no matches",37103.19,14532.990625,1
"10503_346.2513_11.1172_670_N/A_Massbank:KO000913 Galactosamine 1-phosphate|D-Galactosamine 1-phosphate_no matches_no matches_no matches_no matches",86834.58,35017.3468333333,1
"10504_346.2526_10.2846_2447_N/A_NA_no matches_no matches_no matches_no matches",314041.9,149627.709083333,1
"10505_346.2527_10.6824_6886_N/A_NA_no matches_no matches_no matches_no matches",521342.1,456117.319083333,1
"10506_346.2528_10.4562_5450_N/A_NA_no matches_no matches_no matches_no matches",611642.8,251517.271916667,1
"10507_346.2528_10.5712_5450_N/A_NA_no matches_no matches_no matches_no matches",1822583,977095.094291667,1
"10508_346.2528_10.9193_2990_N/A_4,5,8,12-diepoxy-1(10),7,11-germacratrien-15,6-olide_no matches_no matches_no matches_no matches",96757.85,84479.6308333333,1
"10511_346.2586_11.3401_1885_N/A_NA_no matches_no matches_no matches_no matches",59737.29,74930.0883333333,1
"10512_346.2715_11.2696_4120_Himbacine_Massbank: Gabapentin-lactam|2-azaspiro[4.5]decan-3-one_Organic compounds_Organoheterocyclic compounds_Naphthofurans_NA",257873.2,131120.499583333,1
"10513_346.2729_11.3861_4120_Himbacine_Massbank: Gabapentin-lactam|2-azaspiro[4.5]decan-3-one_Organic compounds_Organoheterocyclic compounds_Naphthofurans_NA",176698.2,85525.5295833333,1
"10514_346.2737_11.6082_-1_Himbacine_Massbank: Gabapentin-lactam|2-azaspiro[4.5]decan-3-one_Organic compounds_Organoheterocyclic compounds_Naphthofurans_NA",64233.41,20420.7714583333,1
"10516_346.2949_11.1651_-1_N/A_NA_no matches_no matches_no matches_no matches",182949.5,72438.7555416667,1
"10518_346.3101_10.7939_4996_N/A_NA_no matches_no matches_no matches_no matches",58598.67,84414.7760833333,1
"10521_346.3102_11.2504_-1_N/A_Massbank:FFF00116 alpha-Estradiol_no matches_no matches_no matches_no matches",15543.4,18457.2095,1
"10522_346.3102_10.5899_6886_N/A_NA_no matches_no matches_no matches_no matches",942670.3,617012.608333333,1
"10523_346.3102_10.9803_-1_N/A_Massbank:FFF00243 Estrone_no matches_no matches_no matches_no matches",57141.56,17063.3209166667,1
"10525_346.3102_10.511_2447_N/A_8-[(2,6-dimethylpiperidyl)methyl]-7-hydroxy-4-phenylchromen-2-one_no matches_no matches_no matches_no matches",558574.4,314600.141666667,1
"10526_346.3102_10.3607_2447_N/A_8-[(2,6-dimethylpiperidyl)methyl]-7-hydroxy-4-phenylchromen-2-one_no matches_no matches_no matches_no matches",996370.1,827238.266666667,1
"10528_346.3465_10.9837_670_N/A_Spectral Match to Tetrabutylammonium from NIST14_no matches_no matches_no matches_no matches",5316452,2808223.363125,1
"10530_347.0825_11.5205_-1_N/A_NA_no matches_no matches_no matches_no matches",151286.5,119520.623333333,1
"10548_347.1318_4.4645_1543_N/A_NA_no matches_no matches_no matches_no matches",17931.55,34446.19875,1
"10573_347.1673_4.6248_-1_N/A_N-(3-fluorophenyl)-2-[4-(N-methylcarbamoyl)-2-oxohydroquinolyl]acetamide_no matches_no matches_no matches_no matches",165941.3,284967.3375,1
"10576_347.1676_4.9697_5655_N/A_Drospirenone_no matches_no matches_no matches_no matches",156502.3,208192.795833333,1
"10577_347.1694_8.1488_2461_N/A_NA_no matches_no matches_no matches_no matches",10797.76,19001.1995,1
"10578_347.1698_10.1407_-1_N/A_Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate_no matches_no matches_no matches_no matches",316569.6,57687.9604166667,1
"10594_347.1851_6.7054_2_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",670296.5,204442.677083333,1
"10630_347.2408_11.8332_239_N/A_Himbacine_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",1370764,879774.63875,1
"10633_347.2426_10.5029_2177_N/A_NA_no matches_no matches_no matches_no matches",27908.35,32106.2783333333,1
"10634_347.2426_10.5628_2177_N/A_NA_no matches_no matches_no matches_no matches",32423.36,57939.3685,1
"10635_347.2572_10.744_6888_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",96094.72,76503.8479166667,1
"10636_347.2574_10.6378_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",144450.1,90469.5258333333,1
"10637_347.2575_10.4993_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",166093.7,97523.68875,1
"10638_347.2575_10.932_6888_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",101586.7,64949.1379166667,1
"10639_347.2576_10.3745_-1_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",299663.2,80613.4798333333,1
"10640_347.2576_10.0513_683_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",58148.96,24410.3542916667,1
"10641_347.2577_11.0959_2562_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",239170.1,85203.0125,1
"10643_347.2577_11.552_3594_N/A_Oleanolic acid - 40.0 eV_no matches_no matches_no matches_no matches",199495.9,139247.634166667,1
"10644_347.2577_11.4186_3594_N/A_Oleanolic acid - 40.0 eV_no matches_no matches_no matches_no matches",114642.4,165861.239583333,1
"10645_347.2577_12.0486_5679_N/A_NA_no matches_no matches_no matches_no matches",65938.61,64184.82,1
"10646_347.2578_11.76_239_N/A_Massbank:FFF00136 Estriol_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",117615,205266.565,1
"10647_347.2578_11.9298_5679_N/A_NA_no matches_no matches_no matches_no matches",103218.1,111027.742083333,1
"10648_347.2784_10.2348_683_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",13602.49,4642.99166666667,1
"10652_347.3153_13.9144_-1_N/A_NA_no matches_no matches_no matches_no matches",504481.2,40694.9655416667,1
"10653_347.3154_11.6994_-1_N/A_NA_no matches_no matches_no matches_no matches",157256,55085.3719583333,1
"10655_348.0751_9.5666_2043_N/A_NA_no matches_no matches_no matches_no matches",270604.7,187341.395833333,1
"10663_348.1508_5.1867_1924_N/A_NA_no matches_no matches_no matches_no matches",1214712,83582.9774583333,1
"10679_348.1916_4.3157_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",16600.43,29952.4166666667,1
"10680_348.2014_9.3022_927_N/A_NA_no matches_no matches_no matches_no matches",414251.9,51478.56,1
"10681_348.2015_9.0426_6018_N/A_NA_no matches_no matches_no matches_no matches",180058.8,144368.193333333,1
"10686_348.2111_10.7057_6941_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",41921.59,4318.52833333333,1
"10688_348.2166_9.0402_6018_N/A_NA_no matches_no matches_no matches_no matches",59736.31,103472.06375,1
"10699_348.2299_10.6279_6941_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",3652.516,5308.29004166667,1
"10701_348.2378_9.5145_-1_N/A_NA_no matches_no matches_no matches_no matches",214795.4,64898.8510833333,1
"10702_348.2378_9.0857_4311_N/A_NA_no matches_no matches_no matches_no matches",591957.8,7310.52370833333,1
"10703_348.2378_9.1628_4311_N/A_NA_no matches_no matches_no matches_no matches",381200.9,6989.59616666667,1
"10704_348.253_10.919_4737_N/A_NA_no matches_no matches_no matches_no matches",440784.1,25634.5477083333,1
"10705_348.267_11.1473_-1_N/A_Massbank:KO000913 Galactosamine 1-phosphate|D-Galactosamine 1-phosphate_no matches_no matches_no matches_no matches",159069.8,206926.0055,1
"10706_348.2671_11.2856_7414_N/A_Massbank:KO000913 Galactosamine 1-phosphate|D-Galactosamine 1-phosphate_no matches_no matches_no matches_no matches",158605.1,86333.5665,1
"10707_348.2675_10.7837_1193_N/A_NA_no matches_no matches_no matches_no matches",1634197,700531.713875,1
"10708_348.2678_10.9136_1193_N/A_NA_no matches_no matches_no matches_no matches",695071.8,332253.276375,1
"10709_348.268_10.529_-1_N/A_forskolin_no matches_no matches_no matches_no matches",3794612,1276479.5815,1
"10710_348.2681_11.4224_1181_N/A_5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-chromen-4-one_Organic compounds_Organoheterocyclic compounds_Pyridines and derivatives_Pyridinium derivatives",95997,45700.7738333333,1
"10711_348.2683_11.6128_1042_N/A_NA_no matches_no matches_no matches_no matches",122501.4,39023.5020833333,1
"10712_348.2692_10.6731_1193_N/A_NA_no matches_no matches_no matches_no matches",2126593,2297058.748625,1
"10713_348.2742_9.6858_191_N/A_NA_no matches_no matches_no matches_no matches",40195.85,17592.6034583333,1
"10714_348.2742_8.9442_191_N/A_NA_no matches_no matches_no matches_no matches",126810.2,30721.9695416667,1
"10715_348.2882_12.6135_-1_N/A_(2S)-2-amino-3-[benzyloxycarbonyl]propanoic acid_no matches_no matches_no matches_no matches",32205.84,4244.931375,1
"10717_348.2889_11.3648_1042_N/A_VITAMIN K1_no matches_no matches_no matches_no matches",210914.9,184090.940416667,1
"10721_348.2894_11.1537_1042_N/A_NA_no matches_no matches_no matches_no matches",614283.6,253728.3875,1
"10722_348.2894_10.0735_622_N/A_Spectral Match to 1-Octadecanamine from NIST14_no matches_no matches_no matches_no matches",1472582,574981.71725,1
"10723_348.2894_10.9196_4737_N/A_NA_no matches_no matches_no matches_no matches",215212.8,111488.614166667,1
"10724_348.2894_11.963_1042_N/A_NA_no matches_no matches_no matches_no matches",201669.7,49283.0954166667,1
"10726_348.3257_10.1504_364_N/A_MassbankEU:ETS00010 NP1EC (TENTATIVE)|NPEC1|Nonylphenyl-monoethoxylate-carboxylic acid|(4-nonylphenoxy)acetic acid_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",99424080,113020.038333333,1
"10727_348.3258_11.7224_1042_N/A_NA_no matches_no matches_no matches_no matches",191170.8,5661.24491666667,1
"10728_348.3258_10.7187_3056_N/A_MoNA:692793 1-Butanamine, N,N-dibutyl-_no matches_no matches_no matches_no matches",13264890,75319.18625,1
"10733_348.3258_10.2544_364_N/A_MassbankEU:ETS00010 NP1EC (TENTATIVE)|NPEC1|Nonylphenyl-monoethoxylate-carboxylic acid|(4-nonylphenoxy)acetic acid_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",165498200,139778.21,1
"10734_348.3258_11.0436_-1_N/A_Massbank:FFF00116 alpha-Estradiol_no matches_no matches_no matches_no matches",120881.6,25983.03725,1
"10735_348.3258_10.9443_142_N/A_Spectral Match to Benzyldodecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches",291186.9,417868.983333333,1
"10736_348.3258_10.6105_-1_N/A_(1R,2R,4aS,8aS)-1-((S)-3-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyldecahydronaphthalen-2-ol_no matches_no matches_no matches_no matches",1150416,166166.192083333,1
"10738_348.3259_10.4416_3056_N/A_Massbank:EQ315006 Tributylamine|1-Butanamine, N,N-dibutyl-|N,N-dibutyl-1-butanamine_no matches_no matches_no matches_no matches",10418680,206817.93375,1
"10739_348.3621_12.5279_-1_N/A_ruscogenin_no matches_no matches_no matches_no matches",179123.4,59593.445,1
"10740_348.3622_11.5814_1042_N/A_Panaxatriol_no matches_no matches_no matches_no matches",528945,429211.454166667,1
"10741_348.3622_11.2144_7414_N/A_Himbacine_no matches_no matches_no matches_no matches",6476270,2955377.76470833,1
"10742_348.3622_11.3813_1181_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_Organic compounds_Organoheterocyclic compounds_Pyridines and derivatives_Pyridinium derivatives",1414666,1163917.125125,1
"10743_348.3623_11.7825_1042_N/A_NA_no matches_no matches_no matches_no matches",141609.3,274604.745833333,1
"10744_348.7223_5.5697_1395_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches",815813.8,268724.841666667,1
"10792_349.1694_10.5333_-1_N/A_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",194971.5,9398.849875,1
"10812_349.1829_3.8882_-1_N/A_Abiraterone_no matches_no matches_no matches_no matches",2153248,4106558.45833333,1
"10813_349.1829_3.8075_-1_hydroquinidine_Massbank:EQ328401 Dienogest|2-[(8S,13S,14S,17R)-17-hydroxy-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]acetonitrile_no matches_no matches_no matches_no matches",1361797,2407558.54166667,1
